number,didian,zhiwei,mingcheng
5,北京,技术类,23674-新闻后台开发高级工程师（北京）
2,深圳,技术类,XN-C++后台开发工程师（深圳）
2,上海,技术类,SNG02-腾讯云行业方案架构师（上海）
3,上海,产品/项目类,21229-PUBG社群生态建设（上海）
3,上海,产品/项目类,21229-PUBG端游产品运营（上海）
1,北京,产品/项目类,23486-证券资讯产品经理（北京）
1,深圳,产品/项目类,MIG18-双百计划投资公司市场运营经理（深圳）
1,深圳,产品/项目类,MIG18-双百投后内容运营产品经理（深圳）
1,深圳,职能类,RP-移动端产品经理（深圳）
1,深圳,技术类,HY2-数据采集后台开发工程师
1,深圳,技术类,HY2-数据可视化前端开发工程师（深圳）
1,深圳,技术类,HY2-机器学习平台研发工程师（深圳）
1,北京,内容编辑类,24547-创新业务运营经理（北京）
1,深圳,产品/项目类,21229-PUBG手游本地化&活动策划（深圳）
1,深圳,技术类,MIG09-游戏社区后台开发工程师（深圳）
1,上海,产品/项目类,21229-PUBG游戏数据分析师（上海）
1,深圳,职能类,HY-外包采购综合管理经理
1,深圳,市场类,20718-运营总监（深圳）
1,北京,产品/项目类,20772-企鹅影视3D动画制片人（北京）
1,上海,产品/项目类,SA-腾讯社交广告ADX产品运营经理
2,上海,产品/项目类,SA-腾讯社交广告产品渠道运营经理（品牌渠道）（上海）
1,上海,技术类,SA-腾讯社交广告前端开发工程师（上海）
1,深圳,设计类,22989-SNG-云平台部-腾讯云设计中心-交互设计师（深圳）
1,成都,产品/项目类,15575-《王者荣耀》游戏运营（产品运营方向）
1,成都,产品/项目类,15575-《王者荣耀》游戏运营（市场社区方向）（成都）
1,成都,设计类,15575-《王者荣耀》高级UI设计师（成都）
1,深圳,技术类,SNG04-社交推荐工程师（深圳）
1,深圳,,23295-互娱游戏传播经理（深圳）
1,深圳,,23295-互娱游戏微博经理（深圳）
1,深圳,,23295-互娱电竞传播经理
3,武汉,产品/项目类,21309-企鹅辅导辅导老师（武汉）
2,深圳,产品/项目类,21309-腾讯课堂考试类目组长或副组长（深圳）
1,深圳,产品/项目类,21309-企鹅辅导活动运营经理（深圳）
2,深圳,产品/项目类,21309-腾讯课堂设计、兴趣类目组长或副组长（深圳）
2,深圳,产品/项目类,21309-腾讯课堂设计培训类目经理（深圳）
1,上海,产品/项目类,SNG08-天天P图创意内容运营（上海）
1,广州,市场类,25187-321 企业微信商务推广经理（广州）
2,深圳,技术类,22989-腾讯云黑石产品架构师（深圳）
1,北京,技术类,22989-腾讯云PAAS产品架构师（北京）
1,北京,技术类,22989-腾讯云HPC产品架构师（北京）
1,北京,设计类,MIG05-资深美术指导（北京）
2,北京,市场类,OMG153-高级商业策略经理（北京）
1,北京,设计类,22090-天天快报-高级交互设计师（北京）
1,北京,设计类,22090-天天快报-高级用户研究工程师（北京）
1,北京,技术类,22090-天天快报-数据分析师（客户端方向）（北京）
1,北京,产品/项目类,22090-天天快报-产品经理（客户端方向）（北京）
1,北京,产品/项目类,22090-天天快报-高级产品经理（客户端方向）（北京）
1,北京,产品/项目类,22090-天天快报-高级产品运营（粉丝闭环方向）（北京）
2,深圳,技术类,SNG16-腾讯音乐业务运维工程师（深圳）
1,深圳,内容编辑类,SNG16-QQ音乐歌曲首发内容策划（深圳）
2,深圳,产品/项目类,21309-腾讯课堂SEO ASO运营经理（深圳）
1,上海,设计类,21062-游戏特效师（上海）
2,上海,设计类,21062-3D游戏美术师（上海）
2,深圳,技术类,22989-腾讯云后台研发工程师（深圳）
1,深圳,产品/项目类,19881-王者荣耀KOL高级运营经理（深圳）
2,上海,设计类,21062-创意游戏美术设计师（上海）
2,深圳,技术类,SNG16-腾讯音乐运营开发工程师（深圳）
1,北京,产品/项目类,22090-天天快报-高级产品经理（流量分配与合作方向）（北京）
1,成都,技术类,HY1-游戏测试经理（成都）
1,广州,技术类,25187-113 企业微信后台开发工程师（广州）
1,成都,产品/项目类,15575-王者荣耀社交产品运营（成都）
1,深圳,技术类,MIG07-WEB前端开发（企业安全方向）
1,深圳,技术类,WXG08-113 微信搜索推荐后台开发高级工程师（深圳）
1,深圳,产品/项目类,MIG07-项目管理
1,深圳,设计类,22989-腾讯云设计中心-视觉设计师（深圳）
1,成都,技术类,15575-《王者荣耀》高级客户端开发工程师（成都）
1,深圳,产品/项目类,SNG06-鹅漫U品高级产品经理（深圳）
1,北京,内容编辑类,24547-商业化分析（北京）
3,深圳,产品/项目类,乘车码产品策划经理
1,深圳,技术类,HY2-运营开发高级工程师（深圳）
2,深圳,技术类,TEG03-高级算法研发工程师（深圳）
1,深圳,技术类,TEG09-大数据开发工程师（深圳）
2,北京,产品/项目类,15612-MMORPG系统／剧情策划师（北京）
1,深圳,技术类,TEG13-Python运营开发(后台)工程师（深圳）
2,深圳,技术类,TEG13-数据挖掘工程师
2,深圳,产品/项目类,XN-移动客户端产品运营经理(深圳)
1,成都,产品/项目类,15575-《王者荣耀》商业化运营（成都）
1,成都,产品/项目类,15575-《王者荣耀》赛事运营经理（成都）
1,北京,技术类,22989-高级视频软件工程师（北京）
1,深圳,技术类,22989-大数据计算开发工程师（深圳）
2,厦门,技术类,22989-云存储研发工程师（厦门）
2,深圳,市场类,22990-游戏云商务拓展（深圳）
2,上海,市场类,22990-游戏云商务拓展（上海）
1,深圳,产品/项目类,SNG01-QQ产品运营组长（深圳）
1,广州,技术类,MIG03-测试开发工程师（广州）
1,深圳,市场类,MIG04-渠道商务拓展经理（深圳）
1,北京,职能类,20762-高级政务合作经理(北京)
6,北京,,14914-媒体管理公关经理（北京/深圳）
1,北京,职能类,20762-政府事务经理(北京)
1,深圳,产品/项目类,21085-穿越火线市场推广（深圳）
1,深圳,产品/项目类,21085-穿越火线手游市场推广（深圳）
1,上海,技术类,HY2-运营开发高级工程师（上海）
2,深圳,技术类,SA-腾讯社交广告后台开发工程师微信广告方向（深圳）
2,北京,市场类,SA-腾讯社交广告SMB区域业务拓展经理（北京）
2,深圳,技术类,15851-移动游戏专项技术测试（深圳）
2,广州,技术类,WXG01-117 微信 Android 客户端需求开发工程师（广州）
1,深圳,产品/项目类,21309-企鹅辅导流量运营管理经理（深圳）
1,上海,产品/项目类,15614-游戏内容运营（上海）
1,北京,产品/项目类,OMG064-CRM产品经理（北京）
1,深圳,内容编辑类,SNG16-腾讯音乐MV频道运营编辑（深圳）
1,成都,技术类,15575-王者荣耀社交产品IOS客户端高级开发工程师（成都）
1,成都,技术类,15575-王者荣耀社交产品Andriod客户端高级开发工程师（成都）
1,成都,技术类,15575-王者荣耀社交产品PHP开发工程师（成都）
1,成都,技术类,15575-王者荣耀社交产品web前端开发工程师（成都）
1,成都,产品/项目类,15575-王者荣耀社交产品高级产品策划（成都）
1,成都,设计类,15575-王者荣耀社交产品UI视觉设计师（成都）
1,成都,设计类,15575-王者荣耀社交产品高级交互设计师（成都）
1,深圳,技术类,15612-U3D客户端开发工程师（深圳）
1,深圳,设计类,15612-手游3D特效设计师（深圳）
1,深圳,职能类,XTB-HR Hacker
4,深圳,产品/项目类,21309-企鹅辅导学科运营（深圳）
1,深圳,产品/项目类,21309-企鹅辅导家长运营（深圳）
1,北京,市场类,OMG08-内容营销经理（北京）
1,深圳,产品/项目类,MIG09-运营助理（深圳）
1,深圳,技术类,18434-WEB前端开发工程师
2,深圳,设计类,15611-3D特效设计师（深圳）
1,深圳,产品/项目类,15611-日本手游运营经理(深圳）
1,上海,技术类,24547-高级广告算法工程师（上海）
1,北京,技术类,23048-桌面浏览器后台开发高级工程师（北京）
1,北京,内容编辑类,24547-区域收益分析师（北京）
3,深圳,技术类,SNG11-移动安全工程师（深圳）
3,深圳,技术类,SNG11-腾讯云移动安全工程师（深圳）
1,北京,市场类,OMG148-销售经理
2,上海,技术类,19157-汽车物联行业项目经理（上海）
1,北京,产品/项目类,OMG236-腾讯视频游戏中心产品经理（北京）
2,深圳,产品/项目类,22989-腾讯云存储高级产品运营经理（深圳/北京）
2,深圳,产品/项目类,22989-腾讯云存储产品运营（深圳/北京）
2,深圳,产品/项目类,22989-腾讯云存储高级产品策划经理（深圳/北京）
1,北京,职能类,21529-腾讯音乐投资法务经理（北京）
1,日本,产品/项目类,15611-日本手游运营经理(东京）
1,深圳,产品/项目类,25421-PUBG手游本地化&活动策划（深圳）
1,深圳,产品/项目类,21229-PUBG手游数据分析&商业化（深圳）
1,深圳,产品/项目类,21229-PUBG手游市场运营（深圳）
1,深圳,产品/项目类,21229-PUBG手游平台合作运营（深圳）
1,深圳,技术类,SNG16-QQ音乐Web前端工程师（深圳）
1,深圳,产品/项目类,SNG16-全民K歌视频拍摄与编辑高级产品经理（深圳）
1,深圳,产品/项目类,SNG16-全民K歌视频内容高级产品经理（深圳）
1,深圳,产品/项目类,SNG16-全民K歌内容社区高级产品经理（深圳）
1,深圳,产品/项目类,SNG16-全民K歌海外版产品经理（深圳）
1,北京,内容编辑类,23671-企鹅号游戏品类运营（北京）
1,深圳,产品/项目类,HY1-游戏研究员（深圳）
2,深圳,技术类,SNG03-互动视频C++/C后台开发工程师（深圳）
1,深圳,产品/项目类,SNG03-互动视频内容运营经理（深圳）
1,深圳,产品/项目类,SNG03-移动APP分发产品经理（深圳）
1,深圳,技术类,SNG03-互动视频ios高级开发工程师（深圳）
2,上海,技术类,21229-游戏客户端开发工程师（上海）
2,广州,技术类,WXG07-113 微信广研后台开发工程师（广州）
1,深圳,产品/项目类,24491-王者荣耀全球版 韩国区域运营（深圳）
1,北京,市场类,OMG08-互动创意设计师（北京）
1,北京,产品/项目类,23671-策略产品经理
1,香港,职能类,14173-投资公司CXO 招聘副总监
2,深圳,技术类,TEG11-语音平台开发工程师（深圳）
2,北京,技术类,TEG11-语音平台开发工程师（北京）
5,深圳,技术类,TEG11-数据挖掘工程师（深圳）
1,深圳,技术类,TEG11-语音SDK开发工程师（深圳）
3,深圳,技术类,TEG11-分布式机器学习平台开发工程师(深圳)
1,深圳,产品/项目类,18402-移动游戏商业化运营
1,深圳,产品/项目类,OMG236-社区运营经理（深圳）
1,深圳,产品/项目类,OMG236-腾讯视频搜索产品经理（深圳）
1,深圳,技术类,OMG236-腾讯直播iOS开发组组长（深圳）
2,深圳,产品/项目类,OMG236-腾讯视频PC客户端产品经理（深圳）
1,深圳,技术类,OMG236-腾讯视频ios测试工程师（深圳）
1,深圳,技术类,OMG236-腾讯视频TV后台开发工程师（深圳）
1,北京,内容编辑类,23675-渠道拓展（北京）
1,北京,内容编辑类,23673-文化频道内容编辑（北京）
1,深圳,技术类,MIG03-安全测试专家（后台服务/客户端）
1,成都,设计类,15575-天美L1手游角色原画高级设计师（成都）
1,深圳,产品/项目类,18402-移动游戏版本管理及内容策划（深圳）
1,深圳,产品/项目类,23518-移动游戏平台社区运营经理（精品游戏）
1,北京,技术类,MIG16-地图导航后台开发工程师(北京)
2,深圳,产品/项目类,23295-互娱社区产品运营经理（深圳）
1,深圳,设计类,21062-游戏高级交互设计师（深圳）
1,成都,产品/项目类,15575-天美L1手游资深系统策划（成都）
1,成都,产品/项目类,15575-天美L1手游高级数值策划（成都）
1,深圳,市场类,21482-移动电竞内容运营（深圳）
1,深圳,产品/项目类,21227-MMO商业化策划（深圳）
1,北京,市场类,22850-腾讯视频VIP渠道拓展经理（北京）
1,成都,技术类,TEG13-后台开发工程师（成都）
1,深圳,技术类,22989-企业云后台开发工程师（深圳）
1,深圳,技术类,22989-腾讯云加速iOS开发工程师（深圳）
1,美国,职能类,HGJ-Legal Counsel / Commercial Counsel
1,深圳,技术类,22989-腾讯云加速Android开发工程师（深圳）
1,深圳,产品/项目类,SNG03-社群产品运营经理（深圳）
4,深圳,技术类,TEG14-云存储研发工程师（深圳）
2,深圳,技术类,TEG09-云存储高级研发工程师（深圳）
1,深圳,技术类,TEG03-PHP应用开发高级工程师（深圳）
1,上海,技术类,SNG07-企点系统测试工程师（上海）
1,深圳,技术类,TEG10-资源规划师（深圳）
4,深圳,技术类,TEG05-高级数据运营工程师（深圳）
1,北京,技术类,23048-QQ浏览器内核开发工程师
3,深圳,产品/项目类,SA-腾讯社交广告商务平台产品策划经理（深圳）
2,北京,技术类,SA-腾讯社交广告广点通用户画像大数据研发工程师（北京）
2,深圳,产品/项目类,XN-寿险产品策划经理
1,深圳,职能类,21645-移动互联高级法律顾问（深圳）
2,深圳,职能类,FWZ-法律顾问
1,北京,职能类,FWZ-诉讼律师
1,深圳,产品/项目类,19881-《王者荣耀》平台渠道运营（深圳）
1,深圳,产品/项目类,19881-《王者荣耀》活动运营(深圳)
1,深圳,技术类,TEG11-TEG11-视觉SLAM工程师（深圳）
1,深圳,技术类,MIG06-后台开发工程师（深圳）
1,深圳,产品/项目类,MIG06-大数据策略产品经理（深圳）
1,杭州,产品/项目类,MIG18-众创空间区域运营经理（杭州）
1,深圳,产品/项目类,MIG18-商业化高级产品策划经理（深圳）
1,深圳,技术类,MIG06-自然语言处理研究员（深圳）
1,深圳,技术类,MIG18-开放平台广告算法工程师（深圳）
1,深圳,技术类,MIG06-大数据高级后台研发工程师（深圳）
1,深圳,产品/项目类,MIG18-众创空间AI项目高级产品经理（深圳）
1,广州,技术类,WXG02-133 微信运维工程师(广州）
1,深圳,市场类,WXG06-331 境外支付高级海外商务经理（深圳）
1,深圳,技术类,18796-PHP开发工程师(深圳)
2,深圳,技术类,18796-WeGame Video IOS移动客户端开发（深圳）
1,深圳,技术类,HY2-大数据高级工程师（深圳）
1,深圳,技术类,HY2-前端开发工程师（深圳）
1,深圳,技术类,18796-WeGame PHP开发工程师 (深圳）
1,深圳,技术类,18796-《掌上英雄联盟》IOS移动客户端开发（深圳）
1,深圳,技术类,HY2-高级数据分析工程师（深圳）
1,深圳,技术类,18435-风控总监（深圳）
7,深圳,技术类,18428-财付通清算业务测试工程师（深圳）
1,深圳,技术类,22989-腾讯云售后技术支持（深圳）
1,深圳,职能类,S2-投资并购经理（深圳）
1,深圳,产品/项目类,SNG01-QQ高级产品经理（深圳）
1,北京,技术类,MIG16-地图后台高级开发工程师（北京）
3,北京,产品/项目类,19822-影视策划经理
1,深圳,设计类,19823-动画绑定师
3,深圳,技术类,TEG13-C++后台开发工程师（深圳）
2,深圳,技术类,TEG09-存储运维工程师（深圳）
1,深圳,技术类,TEG09-存储业务后台开发工程师（深圳）
1,深圳,技术类,TEG14-高级业务运维工程师（深圳）
2,深圳,技术类,TEG09-虚拟化研发工程师（深圳）
5,深圳,技术类,TEG11-数据挖掘高级工程师（深圳）
1,深圳,技术类,TEG05-后台开发高级工程师（深圳）
1,深圳,技术类,MIG09-QQ浏览器社区前端开发工程师
1,上海,设计类,21062-资深游戏动画师（上海）
1,上海,产品/项目类,15573-资深游戏制作人
1,深圳,技术类,20718-后台开发工程师
1,上海,职能类,S2-财经外联与拓展（上海）
2,深圳,职能类,S2-业务审计经理（深圳）
1,成都,设计类,15575-《王者荣耀》高级角色原画设计师（成都）
1,成都,产品/项目类,15575-《王者荣耀》商业化运营（皮肤方向）（成都）
1,成都,产品/项目类,15575-《王者荣耀》数据分析师（成都）
2,深圳,设计类,SNG10-高级视觉设计师（深圳）
2,深圳,设计类,SNG10-视觉设计组长（深圳）
1,上海,市场类,SA-腾讯社交广告营销策划经理（上海）
2,北京,产品/项目类,SA-腾讯社交广告客户运营经理（品牌行业）
1,北京,技术类,SA-腾讯社交广告定向系统开发工程师（北京）
1,广州,职能类,政府及公共事务经理（广州）
1,北京,职能类,S2-财经外联与拓展经理（北京）
1,北京,产品/项目类,22090-天天快报-画像产品经理（北京）
1,北京,产品/项目类,22090-天天快报-内容运营（北京）
1,北京,内容编辑类,23675-投资经理（北京）
1,北京,技术类,23048-翻译君后台开发高级工程师（北京）
1,深圳,产品/项目类,22989-金融云金融科技产品经理（深圳）
1,深圳,技术类,22989-金融云互联网金融售前架构师（深圳/北京/上海）
1,深圳,技术类,22989-金融云区块链高级研发工程师（深圳）
3,深圳,技术类,22989-金融云银行行业售前架构师（北京/上海/深圳）
1,深圳,产品/项目类,22989-金融合规建设项目经理（深圳）
1,深圳,产品/项目类,22989-金融云高级研发项目经理（深圳）
2,深圳,技术类,22989-金融云售前架构师（深圳）
1,深圳,技术类,22989-金融云web前端高级开发
2,深圳,技术类,22989-金融云售中高级架构师
2,深圳,产品/项目类,22989-金融行业专有云产品经理（深圳）
2,深圳,技术类,22989-金融云高级后台开发
2,深圳,技术类,22989-腾讯云云市场前端高级工程师 （深圳）
1,深圳,技术类,22989-腾讯云系统内核研发工程师（深圳）
2,深圳,技术类,22989-腾讯云云市场后台开发工程师（深圳）
1,深圳,技术类,22989-高级web前端开发工程师（深圳）
1,深圳,职能类,WXG08-511 微信高级秘书（深圳）
1,广州,职能类,WXG08-511 微信高级秘书（广州）
2,北京,技术类,TEG11-高级后台开发工程师（北京）
3,深圳,技术类,SA-腾讯社交广告系统后台开发高级工程师（深圳）
1,深圳,技术类,SA-腾讯社交广告基础平台后台开发工程师（深圳）
1,北京,市场类,19835-影视商务高级策划（北京）
3,北京,设计类,15612-高级角色原画（北京）
1,深圳,技术类,MIG09-资讯推荐算法高级工程师
1,上海,技术类,SA-腾讯社交广告Java开发工程师（上海）
1,北京,,TB-Investment Analyst/ Sr. Analyst
1,北京,产品/项目类,22090-天天快报-推荐策略产品经理（北京）
3,北京,技术类,22090-天天快报-高级数据分析师（北京）
2,北京,技术类,22090-天天快报-高级数据开发工程师（北京）
1,北京,技术类,22090-天天快报-Web前端开发（北京）
3,北京,技术类,22090-天天快报-推荐算法工程师（北京）
2,北京,产品/项目类,22090-天天快报-高级数据产品经理（北京）
1,北京,产品/项目类,MIG16-车联网项目经理（北京）
1,深圳,产品/项目类,MIG09-QQ浏览器高级产品经理（深圳）
1,深圳,产品/项目类,XN-竞猜产品策划经理
1,深圳,设计类,15712-游戏美术3D动画特效设计
1,深圳,技术类,OMG097-腾讯视频业务运维（深圳）
2,上海,技术类,20503-移动端开发工程师（上海）
1,深圳,技术类,TEG03-高级研发工程师（深圳）
1,深圳,技术类,TEG03-高级图像算法研发工程师（深圳）
4,深圳,技术类,TEG11-高级AI开发工程师（深圳）
4,北京,技术类,TEG11-推荐系统算法研发工程师（北京）
3,深圳,技术类,TEG11-搜索引擎后台开发工程师（深圳）
3,深圳,技术类,TEG11-运营开发工程师（深圳）
1,深圳,技术类,15851-后台开发工程师
1,深圳,技术类,15851-后台开发工程师
1,深圳,技术类,MIG09-QQ浏览器社区前端高级开发工程师
1,深圳,技术类,15605-后台开发（深圳）
1,深圳,设计类,15605-3D动画特效设计（深圳）
1,深圳,产品/项目类,HY2-游戏平台产品运营（深圳）
1,上海,产品/项目类,HY2-游戏平台产品策划（上海）
1,深圳,设计类,15581-欢乐手游3D角色美术师（深圳）
1,上海,设计类,15614-次世代角色原画师（上海）
1,深圳,产品/项目类,18425-高级行业产品经理
1,北京,技术类,22090-天天快报-短视频排序模型组长
1,北京,产品/项目类,22086-体育数据产品经理（北京）
2,深圳,技术类,SNG16-腾讯音乐后台开发工程师（深圳）
1,深圳,技术类,MIG09-资讯前端开发工程师
1,深圳,技术类,21309-在线教育web前端组长或架构师（深圳）
1,上海,产品/项目类,21759-塔防类游戏主策划（上海）
1,深圳,技术类,21309-在线教育后台组长或架构师（深圳）
3,深圳,技术类,21309-在线教育Go后台工程师（深圳）
2,上海,设计类,24987-次世代3D角色设计师（上海）
1,上海,市场类,OMG192-效果广告渠道运营经理（上海）
2,上海,设计类,24987-次世代游戏3D场景制作（上海）
2,深圳,产品/项目类,21309-21309-企鹅辅导运营组长/副组长（深圳）
1,上海,技术类,20503-并行计算高级工程师（上海）
1,深圳,技术类,SNG11-高级业务运维工程师（深圳）
2,深圳,技术类,21309-在线教育PC客户端开发工程师（深圳）
1,深圳,技术类,22850-视频会员数据分析工程师（深圳）
3,成都,产品/项目类,22989-腾讯云数据库产品经理（成都/北京/深圳）
1,北京,产品/项目类,MIG09-QQ浏览器产品经理（北京）
1,深圳,职能类,IEG-培训主管（深圳）
1,深圳,职能类,CDG-HRBP（深圳）
2,深圳,产品/项目类,SA-腾讯社交广告电商广告产品运营经理（深圳）
1,深圳,产品/项目类,18402-移动游戏数据分析师
1,深圳,产品/项目类,21227-产品优化及本地化
1,深圳,产品/项目类,21227-移动游戏运营PM
1,深圳,产品/项目类,21227-移动游戏版本管理（深圳）
1,成都,内容编辑类,17759-质量保障组主管（成都）
1,深圳,技术类,18436-金融数据挖掘专家
1,上海,市场类,SA-腾讯社交广告平台业务拓展经理（生态平台业务）
1,上海,产品/项目类,SA-腾讯社交广告产品拓展和运营经理（生态平台业务）
1,深圳,技术类,TEG09-视频编转码高级工程师（深圳）
1,深圳,产品/项目类,MIG18-应用宝平台游戏运营经理（深圳）
1,深圳,技术类,MIG06-IOS开发工程师（深圳）
1,深圳,产品/项目类,21229-游戏商业化运营（深圳）
1,北京,设计类,OMG097-交互设计师（北京）
1,北京,产品/项目类,23671-平台产品经理（北京）
1,上海,设计类,HY1-3D角色美术(上海）
2,深圳,技术类,SNG16-腾讯音乐IOS开发工程师（深圳）
1,深圳,技术类,SNG16-QQ音乐后台开发工程师（深圳）
1,深圳,产品/项目类,SNG16-腾讯音乐项目经理（深圳）
1,深圳,产品/项目类,21309-IT类目组长/副组长
1,深圳,产品/项目类,21309-企鹅辅导高级学科教研老师
1,深圳,职能类,ZNB-组织建设主管
1,深圳,职能类,21645-腾讯互联网金融高级法律顾问（跨境支付方向）
1,深圳,技术类,XN-测试开发工程师（深圳）
2,深圳,市场类,SA-腾讯社交广告SMB区域业务拓展经理（深圳）
1,深圳,设计类,SA-腾讯社交广告前端UI工程师（深圳）
0,深圳,设计类,SA-腾讯社交广告视觉设计师（深圳）
1,深圳,技术类,SA-腾讯社交广告微信方向算法专家（深圳）
1,北京,技术类,22989-视频云技术工程师（北京）
1,深圳,产品/项目类,21309-流量运营组长/副组长（深圳）
1,北京,技术类,22989-400备案组Leader（北京）
2,深圳,技术类,22989-人工智能高级架构师（深圳/上海）
1,深圳,技术类,22989-视频云技术工程师（深圳）
1,深圳,产品/项目类,SNG17-QQ支付商务运营中心总监（深圳）
1,深圳,市场类,17467-高级品牌经理（深圳）
1,上海,产品/项目类,15573-资深手游运营策划（上海）
1,上海,设计类,15573-SLG手游3D角色设计师（上海）
1,深圳,产品/项目类,23517-产品优化及本地化
1,北京,市场类,MIG05-地图高级品牌经理（北京）
1,广州,技术类,25187-119 企业微信PC开发工程师（广州）
1,广州,技术类,25187-116 企业微信测试开发工程师（广州）
1,广州,产品/项目类,25187-212 企业微信高级产品策划经理（广州）
1,广州,设计类,25187-411 企业微信视觉设计师（广州）
10,深圳,技术类,21309-在线教育C/C++后台开发工程师（深圳）
